Refseq	Symbol	Chr	Start	End	Strand	txLength	countLength	basal1	basal2	treat1	treat2
RNU4-13P	RNU4-13P	chrx	1	1	.	141	141	0	0	0	0
DHX40	DHX40	chrx	1	1	.	6092	6092	640	942	679	978
PTRH2	PTRH2	chrx	1	1	.	4740	4740	446	497	340	688
VMP1	VMP1	chrx	1	1	.	6916	6916	1945	2286	1957	3550
MIR21	MIR21	chrx	1	1	.	72	72	0	0	0	0
RNU6-450P	RNU6-450P	chrx	1	1	.	107	107	0	0	0	0
TUBD1	TUBD1	chrx	1	1	.	3320	3320	22	26	53	0
RPS6KB1	RPS6KB1	chrx	1	1	.	7647	7647	764	1224	885	1538
RNFT1	RNFT1	chrx	1	1	.	3399	3399	186	222	144	276
AC005702.1	AC005702.1	chrx	1	1	.	82	82	0	12	0	0
AC005702.4	AC005702.4	chrx	1	1	.	82	82	12	0	0	0
AC005702.3	AC005702.3	chrx	1	1	.	79	79	2	0	0	0
AC005702.2	AC005702.2	chrx	1	1	.	78	78	0	0	0	0
MIR4737	MIR4737	chrx	1	1	.	81	81	0	15	0	0
RNU6-623P	RNU6-623P	chrx	1	1	.	105	105	0	0	0	0
RN7SL606P	RN7SL606P	chrx	1	1	.	291	291	0	0	0	0
AC079005.1	AC079005.1	chrx	1	1	.	96	96	0	0	0	0
RN7SL448P	RN7SL448P	chrx	1	1	.	293	293	0	0	0	0
AC002994.1	AC002994.1	chrx	1	1	.	648	648	0	0	0	0
WSCD1	WSCD1	chrx	1	1	.	9082	9082	550	865	449	1109
RN7SL800P	RN7SL800P	chrx	1	1	.	249	249	3	22	8	0
AC018628.1	AC018628.1	chrx	1	1	.	81	81	0	0	0	0
RNU7-52P	RNU7-52P	chrx	1	1	.	63	63	0	0	0	0
RP11-464D20.2	RP11-464D20.2	chrx	1	1	.	447	447	1	2	1	0
RNU6-446P	RNU6-446P	chrx	1	1	.	106	106	0	0	0	0
MIR633	MIR633	chrx	1	1	.	98	98	0	0	0	0
RNU6-1264P	RNU6-1264P	chrx	1	1	.	107	107	0	0	0	0
CTD-2501B8.5	CTD-2501B8.5	chrx	1	1	.	492	492	0	0	0	0
ACE	ACE	chrx	1	1	.	10473	10473	7123	3617	5394	4044
KCNH6	KCNH6	chrx	1	1	.	4211	4211	7	0	0	0
DCAF7	DCAF7	chrx	1	1	.	6587	6587	5669	7618	4747	6971
RNU6-288P	RNU6-288P	chrx	1	1	.	104	104	0	0	0	0
DDX42	DDX42	chrx	1	1	.	8521	8521	1374	1434	1219	1705
PSMC5	PSMC5	chrx	1	1	.	4483	4483	518	625	376	961
RN7SL805P	RN7SL805P	chrx	1	1	.	302	302	0	0	0	0
CSH2	CSH2	chrx	1	1	.	1755	1755	0	0	0	0
CSH1	CSH1	chrx	1	1	.	1654	1654	0	0	0	0
CSHL1	CSHL1	chrx	1	1	.	1817	1817	0	0	0	0
SCN4A	SCN4A	chrx	1	1	.	8247	8247	0	0	0	0
C17orf72	C17orf72	chrx	1	1	.	4142	4142	40	32	10	129
SNORD104	SNORD104	chrx	1	1	.	70	70	0	0	0	0
MIR3064	MIR3064	chrx	1	1	.	67	67	0	0	0	0
MIR5047	MIR5047	chrx	1	1	.	100	100	0	0	0	0
CEP95	CEP95	chrx	1	1	.	8048	8048	176	379	256	469
AC009994.2	AC009994.2	chrx	1	1	.	83	83	0	0	0	0
PLEKHM1P	PLEKHM1P	chrx	1	1	.	8469	8469	713	603	436	1098
RN7SL409P	RN7SL409P	chrx	1	1	.	290	290	0	0	0	0
RNU7-115P	RNU7-115P	chrx	1	1	.	55	55	0	0	0	0
LRRC37A3	LRRC37A3	chrx	1	1	.	7641	7641	73	62	137	92
RN7SL404P	RN7SL404P	chrx	1	1	.	281	281	0	0	0	0
AC006080.1	AC006080.1	chrx	1	1	.	78	78	0	0	0	0
CEP112	CEP112	chrx	1	1	.	7849	7849	115	143	42	130
RNA5SP444	RNA5SP444	chrx	1	1	.	106	106	0	0	0	0
RN7SL735P	RN7SL735P	chrx	1	1	.	290	290	0	0	0	0
RNU6-928P	RNU6-928P	chrx	1	1	.	104	104	0	0	0	0
RNA5SP445	RNA5SP445	chrx	1	1	.	115	115	0	0	0	0
MIR634	MIR634	chrx	1	1	.	97	97	0	0	0	0
KIAA0753	KIAA0753	chrx	1	1	.	6299	6299	506	865	550	931
CACNG5	CACNG5	chrx	1	1	.	1632	1632	16	0	0	0
RNA5SP446	RNA5SP446	chrx	1	1	.	82	82	0	0	0	0
AC005544.1	AC005544.1	chrx	1	1	.	651	651	0	0	0	0
RNA5SP435	RNA5SP435	chrx	1	1	.	108	108	6	0	0	0
RNA5SP447	RNA5SP447	chrx	1	1	.	119	119	0	0	0	0
PITPNC1	PITPNC1	chrx	1	1	.	7642	7642	603	844	371	722
RN7SL756P	RN7SL756P	chrx	1	1	.	266	266	0	0	0	0
MIR548AA2	MIR548AA2	chrx	1	1	.	97	97	0	0	0	0
AC004706.1	AC004706.1	chrx	1	1	.	1557	1557	0	0	0	0
MIR4520A	MIR4520A	chrx	1	1	.	70	70	0	0	0	0
NOL11	NOL11	chrx	1	1	.	4713	4713	772	1132	550	1056
SNORA38B	SNORA38B	chrx	1	1	.	131	131	0	0	0	0
AC006534.1	AC006534.1	chrx	1	1	.	73	73	0	0	0	0
BPTF	BPTF	chrx	1	1	.	15098	15098	6222	5730	6695	6843
AC006534.2	AC006534.2	chrx	1	1	.	70	70	0	0	0	0
RN7SL622P	RN7SL622P	chrx	1	1	.	271	271	0	0	0	0
GLOD4	GLOD4	chrx	1	1	.	4951	4951	308	1116	326	804
MIR635	MIR635	chrx	1	1	.	98	98	12	0	0	0
AC079210.1	AC079210.1	chrx	1	1	.	3602	3602	0	0	0	0
XAF1	XAF1	chrx	1	1	.	6668	6668	359	293	209	386
AC087392.1	AC087392.1	chrx	1	1	.	1754	1754	0	0	0	0
AC011591.1	AC011591.1	chrx	1	1	.	87	87	0	0	0	0
ABCA8	ABCA8	chrx	1	1	.	11288	11288	385	582	487	487
ABCA9	ABCA9	chrx	1	1	.	9139	9139	197	126	172	182
TEKT1	TEKT1	chrx	1	1	.	3847	3847	0	0	0	0
MIR4524B	MIR4524B	chrx	1	1	.	115	115	0	0	0	0
ABCA10	ABCA10	chrx	1	1	.	8405	8405	2	0	36	4
ABCA5	ABCA5	chrx	1	1	.	13161	13161	65	61	59	136
AC002539.2	AC002539.2	chrx	1	1	.	87	87	0	0	0	0
KCNJ16	KCNJ16	chrx	1	1	.	6319	6319	0	0	0	0
RNASEK	RNASEK	chrx	1	1	.	1789	1789	9162	18992	6981	16908
AC040977.1	AC040977.1	chrx	1	1	.	522	522	0	0	0	15
MIR497HG	MIR497HG	chrx	1	1	.	3842	3842	5	70	106	203
RNU7-155P	RNU7-155P	chrx	1	1	.	63	63	0	0	0	0
RNU6-305P	RNU6-305P	chrx	1	1	.	75	75	0	0	0	0
SLC16A11	SLC16A11	chrx	1	1	.	2041	2041	25	0	0	13
LOC124685	LOC124685	chrx	1	1	.	459	459	1	5	2	1
AC007461.1	AC007461.1	chrx	1	1	.	709	709	0	0	0	0
NXN	NXN	chrx	1	1	.	5881	5881	5082	6220	5151	6820
RN7SKP180	RN7SKP180	chrx	1	1	.	330	330	25	2	2	17
AC080037.1	AC080037.1	chrx	1	1	.	89	89	0	0	0	0
SCARNA24	SCARNA24	chrx	1	1	.	267	267	0	0	0	0
SSTR2	SSTR2	chrx	1	1	.	2265	2265	0	0	0	0
C17orf80	C17orf80	chrx	1	1	.	4661	4661	598	622	493	634
MIR324	MIR324	chrx	1	1	.	83	83	0	0	0	0
SDK2	SDK2	chrx	1	1	.	11607	11607	25	0	0	0
ELP5	ELP5	chrx	1	1	.	2737	2737	1181	1567	958	1779
CLDN7	CLDN7	chrx	1	1	.	2492	2492	161	304	67	87
GPS2	GPS2	chrx	1	1	.	3089	3089	7631	9099	7118	9800
DNAI2	DNAI2	chrx	1	1	.	2851	2851	0	0	0	0
AC103809.1	AC103809.1	chrx	1	1	.	122	122	0	0	0	0
AC103809.2	AC103809.2	chrx	1	1	.	405	405	0	0	0	0
RNA5SP448	RNA5SP448	chrx	1	1	.	111	111	0	0	0	0
C17orf77	C17orf77	chrx	1	1	.	2778	2778	0	0	0	0
CD300E	CD300E	chrx	1	1	.	3772	3772	0	0	0	0
CD300LF	CD300LF	chrx	1	1	.	2159	2159	0	0	0	0
MIR3615	MIR3615	chrx	1	1	.	652	652	0	0	0	0
TNK1	TNK1	chrx	1	1	.	3860	3860	0	0	0	0
FDXR	FDXR	chrx	1	1	.	3599	3599	303	443	107	575
OTOP2	OTOP2	chrx	1	1	.	2778	2778	0	0	0	0
RNU6-362P	RNU6-362P	chrx	1	1	.	90	90	0	0	0	0
RN7SL573P	RN7SL573P	chrx	1	1	.	273	273	0	0	0	0
HN1	HN1	chrx	1	1	.	3433	3433	1332	1471	965	2389
NUP85	NUP85	chrx	1	1	.	5193	5193	1295	967	824	1052
GGA3	GGA3	chrx	1	1	.	6626	6626	2732	3760	2415	3473
SLC25A19	SLC25A19	chrx	1	1	.	3305	3305	150	454	143	241
GRB2	GRB2	chrx	1	1	.	4716	4716	1214	2066	1011	1566
AC011933.1	AC011933.1	chrx	1	1	.	1251	1251	0	0	0	0
MIR3678	MIR3678	chrx	1	1	.	94	94	0	0	0	0
RNU6-938P	RNU6-938P	chrx	1	1	.	103	103	0	0	0	0
AC100787.1	AC100787.1	chrx	1	1	.	112	112	0	0	0	0
ITGB4	ITGB4	chrx	1	1	.	6761	6761	5531	6501	5179	6622
GALK1	GALK1	chrx	1	1	.	2891	2891	315	763	190	720
MIR4738	MIR4738	chrx	1	1	.	87	87	0	0	0	0
UNK	UNK	chrx	1	1	.	5699	5699	1469	1714	2381	2079
WBP2	WBP2	chrx	1	1	.	5399	5399	21832	28437	20497	27190
SLC35G6	SLC35G6	chrx	1	1	.	1195	1195	0	0	1	0
MRPL38	MRPL38	chrx	1	1	.	4177	4177	3869	5446	2892	4936
FBF1	FBF1	chrx	1	1	.	6731	6731	115	195	165	179
ACOX1	ACOX1	chrx	1	1	.	8543	8543	1471	1825	1230	2107
TEN1	TEN1	chrx	1	1	.	1303	1303	161	160	209	223
CDK3	CDK3	chrx	1	1	.	1803	1803	129	74	104	91
SRP68	SRP68	chrx	1	1	.	7313	7313	714	767	610	550
ZACN	ZACN	chrx	1	1	.	4307	4307	13	0	0	0
EXOC7	EXOC7	chrx	1	1	.	10126	10126	6561	6436	4665	8057
RNU6-24P	RNU6-24P	chrx	1	1	.	107	107	0	0	0	0
TNFSF12	TNFSF12	chrx	1	1	.	3149	3149	1220	2759	901	2558
SNHG16	SNHG16	chrx	1	1	.	5362	5362	7414	10307	6966	10190
SNORD1B	SNORD1B	chrx	1	1	.	84	84	0	0	0	0
TNFSF13	TNFSF13	chrx	1	1	.	2176	2176	94	82	7	60
RNU6-227P	RNU6-227P	chrx	1	1	.	103	103	0	0	0	0
SENP3	SENP3	chrx	1	1	.	3669	3669	1156	1879	908	1161
MIR636	MIR636	chrx	1	1	.	99	99	0	0	0	0
RNU6-97P	RNU6-97P	chrx	1	1	.	104	104	0	13	0	0
EIF4A1	EIF4A1	chrx	1	1	.	5316	5316	28	99	56	172
SNORD10	SNORD10	chrx	1	1	.	142	142	0	0	0	0
SNORA67	SNORA67	chrx	1	1	.	5467	5467	2	0	24	5
AC015815.5	AC015815.5	chrx	1	1	.	132	132	0	0	0	0
AC015815.4	AC015815.4	chrx	1	1	.	87	87	0	0	0	0
AC015815.3	AC015815.3	chrx	1	1	.	87	87	0	0	0	0
LINC00338	LINC00338	chrx	1	1	.	3114	3114	83	140	77	133
AC015815.6	AC015815.6	chrx	1	1	.	123	123	0	0	0	0
AC015815.2	AC015815.2	chrx	1	1	.	123	123	0	0	0	0
AC015815.1	AC015815.1	chrx	1	1	.	135	135	0	0	0	0
AC015815.7	AC015815.7	chrx	1	1	.	90	90	0	0	0	0
AC015815.8	AC015815.8	chrx	1	1	.	87	87	0	0	0	0
RNU4-47P	RNU4-47P	chrx	1	1	.	114	114	0	0	0	0
AC007421.1	AC007421.1	chrx	1	1	.	164	164	0	0	0	0
SEPT9	SEPT9	chrx	1	1	.	12844	12844	14100	21258	10476	21142
SHBG	SHBG	chrx	1	1	.	1812	1812	0	0	0	30
MIR4316	MIR4316	chrx	1	1	.	71	71	0	0	0	0
FLJ45079	FLJ45079	chrx	1	1	.	3551	3551	0	0	0	0
RNU1-80P	RNU1-80P	chrx	1	1	.	161	161	0	0	0	0
TNRC6C	TNRC6C	chrx	1	1	.	11058	11058	1965	2169	2662	2440
RNU6-625P	RNU6-625P	chrx	1	1	.	107	107	0	0	0	0
AC021593.1	AC021593.1	chrx	1	1	.	1416	1416	0	0	0	0
TMC6	TMC6	chrx	1	1	.	8669	8669	698	547	492	422
TK1	TK1	chrx	1	1	.	1857	1857	3746	2895	2439	3000
AC087645.1	AC087645.1	chrx	1	1	.	1011	1011	0	0	0	0
TMEM235	TMEM235	chrx	1	1	.	2602	2602	0	0	0	0
DNAH2	DNAH2	chrx	1	1	.	17231	17231	8	19	54	0
RN7SL236P	RN7SL236P	chrx	1	1	.	282	282	0	0	0	0
PGS1	PGS1	chrx	1	1	.	4965	4965	885	1310	662	948
DNAH17	DNAH17	chrx	1	1	.	16142	16142	0	0	0	0
AC061992.1	AC061992.1	chrx	1	1	.	426	426	0	0	0	0
RN7SL454P	RN7SL454P	chrx	1	1	.	263	263	0	0	0	0
CYTH1	CYTH1	chrx	1	1	.	7754	7754	1268	1604	1177	1637
RNU6-638P	RNU6-638P	chrx	1	1	.	104	104	1	0	4	8
USP36	USP36	chrx	1	1	.	10409	10409	5018	5544	3975	6179
C1QTNF1	C1QTNF1	chrx	1	1	.	4854	4854	4573	4497	3468	6184
ENGASE	ENGASE	chrx	1	1	.	6173	6173	87	40	122	206
RBFOX3	RBFOX3	chrx	1	1	.	10067	10067	0	0	0	0
LSMD1	LSMD1	chrx	1	1	.	1943	1943	324	598	194	580
MIR4739	MIR4739	chrx	1	1	.	74	74	0	0	0	0
AC100791.2	AC100791.2	chrx	1	1	.	96	96	0	0	0	0
AC100791.1	AC100791.1	chrx	1	1	.	441	441	0	0	0	0
CCDC40	CCDC40	chrx	1	1	.	9537	9537	9	0	9	24
SCARNA21	SCARNA21	chrx	1	1	.	573	573	664	1254	300	1200
CARD14	CARD14	chrx	1	1	.	8232	8232	0	0	0	0
SGSH	SGSH	chrx	1	1	.	6713	6713	5808	7437	5234	8002
RNF213	RNF213	chrx	1	1	.	28570	28570	4407	5406	3950	6031
TRAPPC1	TRAPPC1	chrx	1	1	.	1171	1171	5118	6948	4090	8016
CNTROB	CNTROB	chrx	1	1	.	6234	6234	2422	3363	1775	3165
MIR4730	MIR4730	chrx	1	1	.	76	76	0	0	0	0
RPTOR	RPTOR	chrx	1	1	.	9389	9389	2016	2285	1689	2702
RPL31P7	RPL31P7	chrx	1	1	.	393	393	0	0	0	1
AC127496.1	AC127496.1	chrx	1	1	.	1798	1798	99	84	61	216
BAIAP2	BAIAP2	chrx	1	1	.	10262	10262	454	553	418	621
MIR657	MIR657	chrx	1	1	.	98	98	0	0	0	0
MIR338	MIR338	chrx	1	1	.	79	79	0	0	0	0
MIR1250	MIR1250	chrx	1	1	.	113	113	0	0	0	0
ENTHD2	ENTHD2	chrx	1	1	.	4762	4762	538	659	424	1012
RP11-1055B8.3	RP11-1055B8.3	chrx	1	1	.	1542	1542	0	0	0	0
RP11-1055B8.7	RP11-1055B8.7	chrx	1	1	.	11215	11215	1039	1144	535	1716
MIR4740	MIR4740	chrx	1	1	.	63	63	0	0	32	0
MIR3186	MIR3186	chrx	1	1	.	85	85	0	0	0	0
ALOX15B	ALOX15B	chrx	1	1	.	3028	3028	0	0	0	0
AC139149.1	AC139149.1	chrx	1	1	.	84	84	0	0	0	0
C17orf70	C17orf70	chrx	1	1	.	5380	5380	1843	3282	1397	3383
NPLOC4	NPLOC4	chrx	1	1	.	9562	9562	7363	9813	6012	10807
TSPAN10	TSPAN10	chrx	1	1	.	4749	4749	7	0	0	2
AC139530.1	AC139530.1	chrx	1	1	.	86	86	0	0	0	0
SLC25A10	SLC25A10	chrx	1	1	.	3290	3290	339	505	330	635
AC174470.1	AC174470.1	chrx	1	1	.	2974	2974	0	0	0	0
ALYREF	ALYREF	chrx	1	1	.	1581	1581	289	243	225	519
MYADML2	MYADML2	chrx	1	1	.	2458	2458	0	0	0	0
MIR4314	MIR4314	chrx	1	1	.	92	92	0	0	0	0
GPS1	GPS1	chrx	1	1	.	6155	6155	7472	7590	6221	9219
CCDC57	CCDC57	chrx	1	1	.	12397	12397	168	223	263	282
AC132872.1	AC132872.1	chrx	1	1	.	2759	2759	14	13	5	51
AC132872.2	AC132872.2	chrx	1	1	.	1950	1950	0	0	4	0
RP13-516M14.1	RP13-516M14.1	chrx	1	1	.	1195	1195	0	15	0	59
C17orf62	C17orf62	chrx	1	1	.	7234	7234	1174	1526	600	1714
NARF	NARF	chrx	1	1	.	7939	7939	939	1315	960	1670
MIR4525	MIR4525	chrx	1	1	.	75	75	0	0	0	0
FN3KRP	FN3KRP	chrx	1	1	.	2971	2971	414	734	336	482
TBCD	TBCD	chrx	1	1	.	10472	10472	2627	3418	2571	3680
AC068014.1	AC068014.1	chrx	1	1	.	86	86	0	0	0	0
AC068014.2	AC068014.2	chrx	1	1	.	98	98	0	0	0	0
SNORD118	SNORD118	chrx	1	1	.	134	134	0	0	0	0
MIR3676	MIR3676	chrx	1	1	.	85	85	42	0	0	14
AURKB	AURKB	chrx	1	1	.	2236	2236	1464	1338	1109	1319
AC139099.1	AC139099.1	chrx	1	1	.	90	90	0	0	0	0
PFAS	PFAS	chrx	1	1	.	6471	6471	1843	3020	1278	3390
ARHGEF15	ARHGEF15	chrx	1	1	.	5291	5291	5403	8570	3312	7210
SNORA69	SNORA69	chrx	1	1	.	269	269	0	0	0	0
AC135178.1	AC135178.1	chrx	1	1	.	1808	1808	87	41	69	39
RNF222	RNF222	chrx	1	1	.	3070	3070	0	0	0	0
NDEL1	NDEL1	chrx	1	1	.	8115	8115	6190	8445	5541	9498
MYH10	MYH10	chrx	1	1	.	9029	9029	5007	3496	4974	3973
RNU7-43P	RNU7-43P	chrx	1	1	.	64	64	0	0	0	0
RN7SL129P	RN7SL129P	chrx	1	1	.	292	292	0	0	0	0
PIK3R6	PIK3R6	chrx	1	1	.	3563	3563	0	0	0	0
AC015884.1	AC015884.1	chrx	1	1	.	86	86	0	0	0	0
NTN1	NTN1	chrx	1	1	.	6431	6431	10	0	0	17
MIR3183	MIR3183	chrx	1	1	.	84	84	0	0	0	0
WDR16	WDR16	chrx	1	1	.	3078	3078	0	0	0	0
AC000003.1	AC000003.1	chrx	1	1	.	115	115	0	0	0	0
GAS7	GAS7	chrx	1	1	.	10100	10100	0	0	0	0
ABR	ABR	chrx	1	1	.	11709	11709	8826	11939	8261	12476
RPS27AP1	RPS27AP1	chrx	1	1	.	471	471	0	0	0	0
RP11-401O9.4	RP11-401O9.4	chrx	1	1	.	523	523	0	0	0	0
MYH13	MYH13	chrx	1	1	.	6347	6347	0	0	0	0
RP11-401O9.3	RP11-401O9.3	chrx	1	1	.	641	641	0	0	0	0
RP11-799N11.1	RP11-799N11.1	chrx	1	1	.	769	769	0	0	0	0
CTC-297N7.11	CTC-297N7.11	chrx	1	1	.	2274	2274	0	0	0	0
MYH8	MYH8	chrx	1	1	.	6041	6041	0	0	0	0
MYH4	MYH4	chrx	1	1	.	6016	6016	0	0	0	0
MYH1	MYH1	chrx	1	1	.	6024	6024	0	0	0	0
MYH2	MYH2	chrx	1	1	.	6623	6623	0	0	0	0
CTC-297N7.7	CTC-297N7.7	chrx	1	1	.	1474	1474	0	0	0	0
CTC-297N7.1	CTC-297N7.1	chrx	1	1	.	541	541	1	0	0	0
CTC-297N7.8	CTC-297N7.8	chrx	1	1	.	3533	3533	24	25	24	52
SCO1	SCO1	chrx	1	1	.	2367	2367	302	247	284	399
CTC-297N7.10	CTC-297N7.10	chrx	1	1	.	171	171	0	0	0	0
ADPRM	ADPRM	chrx	1	1	.	1620	1620	100	61	156	128
TMEM220	TMEM220	chrx	1	1	.	3508	3508	41	16	25	36
MAGOH2	MAGOH2	chrx	1	1	.	510	510	0	0	0	0
CTC-297N7.5	CTC-297N7.5	chrx	1	1	.	2102	2102	0	59	77	56
CTC-297N7.9	CTC-297N7.9	chrx	1	1	.	941	941	0	0	0	0
RP11-963H4.2	RP11-963H4.2	chrx	1	1	.	476	476	0	0	0	0
RP11-963H4.5	RP11-963H4.5	chrx	1	1	.	575	575	0	0	0	0
LINC00675	LINC00675	chrx	1	1	.	1648	1648	0	0	0	0
PIRT	PIRT	chrx	1	1	.	3810	3810	0	0	0	0
RP11-963H4.3	RP11-963H4.3	chrx	1	1	.	774	774	0	0	0	0
RPL15P21	RPL15P21	chrx	1	1	.	567	567	0	0	0	0
AC016292.1	AC016292.1	chrx	1	1	.	235	235	0	0	0	0
SHISA6	SHISA6	chrx	1	1	.	8527	8527	0	0	0	0
RPH3AL	RPH3AL	chrx	1	1	.	5953	5953	122	526	102	538
RP11-680C21.1	RP11-680C21.1	chrx	1	1	.	2607	2607	0	0	0	0
DOC2B	DOC2B	chrx	1	1	.	1480	1480	31	0	15	0
AC144836.1	AC144836.1	chrx	1	1	.	340	340	0	0	0	0
BHLHA9	BHLHA9	chrx	1	1	.	902	902	0	0	0	0
RP11-628O18.1	RP11-628O18.1	chrx	1	1	.	289	289	0	0	0	0
TUSC5	TUSC5	chrx	1	1	.	3596	3596	0	0	0	0
RP11-1096G20.5	RP11-1096G20.5	chrx	1	1	.	463	463	0	0	2	2
ZNF18	ZNF18	chrx	1	1	.	3006	3006	178	223	54	307
RPL21P122	RPL21P122	chrx	1	1	.	1000	1000	0	0	0	0
MAP2K4	MAP2K4	chrx	1	1	.	5714	5714	1048	977	767	1189
RNU11-2P	RNU11-2P	chrx	1	1	.	142	142	0	0	0	0
MIR744	MIR744	chrx	1	1	.	98	98	0	0	0	0
RP11-471L13.3	RP11-471L13.3	chrx	1	1	.	339	339	0	4	0	1
RP11-471L13.2	RP11-471L13.2	chrx	1	1	.	718	718	0	0	0	0
LINC00670	LINC00670	chrx	1	1	.	3410	3410	0	0	0	0
YWHAE	YWHAE	chrx	1	1	.	3847	3847	19638	35903	16546	34439
MYOCD	MYOCD	chrx	1	1	.	8875	8875	0	0	0	0
AC005358.3	AC005358.3	chrx	1	1	.	1143	1143	0	0	0	0
RP11-1090M7.1	RP11-1090M7.1	chrx	1	1	.	3679	3679	0	0	0	0
ARHGAP44	ARHGAP44	chrx	1	1	.	9281	9281	13	9	20	0
RP11-597M12.1	RP11-597M12.1	chrx	1	1	.	335	335	0	0	0	0
ELAC2	ELAC2	chrx	1	1	.	6345	6345	3440	3578	2916	3720
RP11-488L1.1	RP11-488L1.1	chrx	1	1	.	740	740	0	0	0	0
AC003664.1	AC003664.1	chrx	1	1	.	485	485	0	0	0	0
CRK	CRK	chrx	1	1	.	4090	4090	3773	4754	2648	5204
RP11-818O24.3	RP11-818O24.3	chrx	1	1	.	691	691	0	0	0	0
HS3ST3A1	HS3ST3A1	chrx	1	1	.	2628	2628	0	0	0	0
MYO1C	MYO1C	chrx	1	1	.	8152	8152	19175	31268	14761	32634
RP11-131K5.2	RP11-131K5.2	chrx	1	1	.	1982	1982	0	0	0	0
AC005304.1	AC005304.1	chrx	1	1	.	405	405	0	0	0	0
RP11-131K5.1	RP11-131K5.1	chrx	1	1	.	511	511	0	0	0	0
CDRT15P1	CDRT15P1	chrx	1	1	.	564	564	0	0	0	0
AC005224.2	AC005224.2	chrx	1	1	.	1537	1537	4	0	0	6
CDRT15	CDRT15	chrx	1	1	.	779	779	0	0	0	0
RP11-214O1.1	RP11-214O1.1	chrx	1	1	.	1885	1885	0	0	0	0
HS3ST3B1	HS3ST3B1	chrx	1	1	.	5367	5367	0	0	0	0
RP11-214O1.2	RP11-214O1.2	chrx	1	1	.	1652	1652	0	0	0	0
RP11-214O1.3	RP11-214O1.3	chrx	1	1	.	2140	2140	0	0	0	0
AC022816.2	AC022816.2	chrx	1	1	.	804	804	0	0	0	0
RPS18P12	RPS18P12	chrx	1	1	.	459	459	1	14	1	24
AC013248.2	AC013248.2	chrx	1	1	.	232	232	0	0	0	0
AC005863.1	AC005863.1	chrx	1	1	.	2998	2998	0	0	0	0
AC005863.2	AC005863.2	chrx	1	1	.	953	953	0	0	0	0
RPL23AP76	RPL23AP76	chrx	1	1	.	458	458	0	0	0	0
AC005772.2	AC005772.2	chrx	1	1	.	976	976	0	0	0	0
CDRT7	CDRT7	chrx	1	1	.	767	767	0	0	0	0
CDRT8	CDRT8	chrx	1	1	.	467	467	0	0	0	0
PMP22	PMP22	chrx	1	1	.	2920	2920	2973	5971	3663	8069
RP11-849N15.1	RP11-849N15.1	chrx	1	1	.	373	373	26	0	0	0
AC005703.3	AC005703.3	chrx	1	1	.	1773	1773	0	0	0	0
AC005703.2	AC005703.2	chrx	1	1	.	343	343	0	0	0	0
RP11-849N15.4	RP11-849N15.4	chrx	1	1	.	538	538	0	0	0	0
CDRT4	CDRT4	chrx	1	1	.	3242	3242	49	19	53	40
RPL9P2	RPL9P2	chrx	1	1	.	553	553	0	0	0	0
AC005517.3	AC005517.3	chrx	1	1	.	489	489	0	0	0	0
RP11-385D13.3	RP11-385D13.3	chrx	1	1	.	317	317	5	0	0	0
AC005838.2	AC005838.2	chrx	1	1	.	233	233	0	0	0	0
RILP	RILP	chrx	1	1	.	2098	2098	133	434	138	310
PRPF8	PRPF8	chrx	1	1	.	11355	11355	18810	20047	18568	22627
RP11-640I15.1	RP11-640I15.1	chrx	1	1	.	571	571	0	0	0	0
ZNF29P	ZNF29P	chrx	1	1	.	168	168	0	0	0	0
UBE2SP1	UBE2SP1	chrx	1	1	.	669	669	1	7	0	8
AC005324.6	AC005324.6	chrx	1	1	.	1582	1582	0	0	0	0
RP11-640I15.2	RP11-640I15.2	chrx	1	1	.	613	613	0	0	0	0
AC005324.7	AC005324.7	chrx	1	1	.	415	415	0	0	0	0
CDRT15P2	CDRT15P2	chrx	1	1	.	416	416	0	0	0	0
ZSWIM5P1	ZSWIM5P1	chrx	1	1	.	1970	1970	0	0	0	0
IL6STP1	IL6STP1	chrx	1	1	.	1020	1020	4	2	5	7
MEIS3P1	MEIS3P1	chrx	1	1	.	958	958	38	12	10	35
CTD-3157E16.1	CTD-3157E16.1	chrx	1	1	.	347	347	0	0	0	0
AC015922.7	AC015922.7	chrx	1	1	.	184	184	0	0	0	0
AC015922.6	AC015922.6	chrx	1	1	.	951	951	0	0	0	0
AC015922.5	AC015922.5	chrx	1	1	.	1368	1368	0	0	0	0
ADORA2B	ADORA2B	chrx	1	1	.	2551	2551	41	52	75	42
ZSWIM7	ZSWIM7	chrx	1	1	.	2559	2559	71	184	37	131
RPLP1P11	RPLP1P11	chrx	1	1	.	341	341	0	0	0	0
AC002553.4	AC002553.4	chrx	1	1	.	340	340	0	0	0	0
TLCD2	TLCD2	chrx	1	1	.	991	991	4	18	37	38
PIGL	PIGL	chrx	1	1	.	4929	4929	246	158	148	215
CENPV	CENPV	chrx	1	1	.	2302	2302	401	199	194	221
UBB	UBB	chrx	1	1	.	1621	1621	10847	13345	8786	17173
RP11-138I1.4	RP11-138I1.4	chrx	1	1	.	461	461	0	0	1	1
RP11-961A15.1	RP11-961A15.1	chrx	1	1	.	459	459	0	0	0	0
FTLP12	FTLP12	chrx	1	1	.	449	449	0	0	0	0
RP11-138I1.2	RP11-138I1.2	chrx	1	1	.	2166	2166	0	14	0	6
AC093484.4	AC093484.4	chrx	1	1	.	477	477	0	0	0	0
