Refseq	Symbol	Chr	Start	End	Strand	txLength	countLength	basal1	basal2	treat1	treat2
MSANTD1	MSANTD1	chrx	1	1	.	19807	19807	0	15	0	35
RGS12	RGS12	chrx	1	1	.	132698	132698	636	736	771	941
HGFAC	HGFAC	chrx	1	1	.	4735	4735	0	0	0	0
DOK7	DOK7	chrx	1	1	.	34112	34112	0	0	0	0
LRPAP1	LRPAP1	chrx	1	1	.	17444	17444	107	93	21	88
RP11-529E10.7	RP11-529E10.7	chrx	1	1	.	3301	3301	0	0	0	0
LINC00955	LINC00955	chrx	1	1	.	11750	11750	0	0	0	0
RP3-368B9.2	RP3-368B9.2	chrx	1	1	.	479	479	0	0	0	0
RP3-513G18.2	RP3-513G18.2	chrx	1	1	.	3226	3226	0	0	0	0
AC141928.1	AC141928.1	chrx	1	1	.	116	116	0	0	0	0
AC226119.5	AC226119.5	chrx	1	1	.	36206	36206	9	1	0	1
AC226119.4	AC226119.4	chrx	1	1	.	8552	8552	0	0	0	0
ALG1L7P	ALG1L7P	chrx	1	1	.	6268	6268	0	0	0	0
FAM86EP	FAM86EP	chrx	1	1	.	10171	10171	0	0	0	0
UNC93B4	UNC93B4	chrx	1	1	.	6211	6211	0	0	0	0
OTOP1	OTOP1	chrx	1	1	.	36213	36213	0	0	0	0
TMEM128	TMEM128	chrx	1	1	.	10264	10264	33	56	30	43
LYAR	LYAR	chrx	1	1	.	20132	20132	137	236	151	247
ZBTB49	ZBTB49	chrx	1	1	.	28633	28633	70	82	91	166
RP11-265O12.1	RP11-265O12.1	chrx	1	1	.	10801	10801	0	28	0	0
NSG1	NSG1	chrx	1	1	.	66548	66548	205	208	57	105
STX18	STX18	chrx	1	1	.	121254	121254	392	547	433	508
RPS7P15	RPS7P15	chrx	1	1	.	114	114	0	0	0	0
RP11-326I19.3	RP11-326I19.3	chrx	1	1	.	5858	5858	0	0	0	0
MSX1	MSX1	chrx	1	1	.	2147	2147	0	0	66	88
CYTL1	CYTL1	chrx	1	1	.	3878	3878	53	4	28	19
STK32B	STK32B	chrx	1	1	.	444195	444195	180	350	124	349
C4orf6	C4orf6	chrx	1	1	.	2061	2061	0	0	0	0
EVC2	EVC2	chrx	1	1	.	161218	161218	669	651	391	539
EVC	EVC	chrx	1	1	.	109878	109878	2442	2257	1912	2444
CRMP1	CRMP1	chrx	1	1	.	139120	139120	0	4	0	0
C4orf50	C4orf50	chrx	1	1	.	28132	28132	0	0	0	0
JAKMIP1	JAKMIP1	chrx	1	1	.	170674	170674	0	0	0	0
RP11-586D19.1	RP11-586D19.1	chrx	1	1	.	30905	30905	0	0	0	0
RP11-586D19.2	RP11-586D19.2	chrx	1	1	.	199	199	0	0	0	0
WFS1	WFS1	chrx	1	1	.	28890	28890	141	130	10	51
PPP2R2C	PPP2R2C	chrx	1	1	.	233793	233793	0	0	0	16
MAN2B2	MAN2B2	chrx	1	1	.	39256	39256	98	176	131	342
RP11-539L10.3	RP11-539L10.3	chrx	1	1	.	2682	2682	0	2	0	0
AC093323.3	AC093323.3	chrx	1	1	.	284	284	0	0	0	1
RP11-539L10.2	RP11-539L10.2	chrx	1	1	.	1247	1247	0	0	0	0
S100P	S100P	chrx	1	1	.	2820	2820	0	0	0	0
KIAA0232	KIAA0232	chrx	1	1	.	94275	94275	200	410	340	383
TBC1D14	TBC1D14	chrx	1	1	.	116554	116554	184	193	52	350
AC097382.5	AC097382.5	chrx	1	1	.	2518	2518	0	0	0	0
RP11-367J11.2	RP11-367J11.2	chrx	1	1	.	9220	9220	0	0	0	0
TADA2B	TADA2B	chrx	1	1	.	10274	10274	142	48	80	64
GRPEL1	GRPEL1	chrx	1	1	.	5109	5109	25	22	69	20
RP11-367J11.3	RP11-367J11.3	chrx	1	1	.	5046	5046	0	0	0	0
SORCS2	SORCS2	chrx	1	1	.	543774	543774	7	10	4	5
AFAP1	AFAP1	chrx	1	1	.	171858	171858	1500	1433	1296	1501
ABLIM2	ABLIM2	chrx	1	1	.	187338	187338	0	49	0	12
RP11-1258F18.1	RP11-1258F18.1	chrx	1	1	.	336	336	0	0	0	0
SH3TC1	SH3TC1	chrx	1	1	.	49097	49097	1553	1608	1056	1357
HTRA3	HTRA3	chrx	1	1	.	34008	34008	8	25	28	15
RP11-774O3.2	RP11-774O3.2	chrx	1	1	.	2996	2996	0	0	0	0
RP11-774O3.1	RP11-774O3.1	chrx	1	1	.	2996	2996	0	0	0	0
ACOX3	ACOX3	chrx	1	1	.	70556	70556	1258	889	766	656
TRMT44	TRMT44	chrx	1	1	.	49467	49467	180	109	135	116
RP11-689P11.3	RP11-689P11.3	chrx	1	1	.	867	867	0	0	0	0
RP11-689P11.2	RP11-689P11.2	chrx	1	1	.	26691	26691	0	0	0	0
GPR78	GPR78	chrx	1	1	.	51206	51206	0	0	0	0
CPZ	CPZ	chrx	1	1	.	21516	21516	0	0	0	0
RP11-1338A24.1	RP11-1338A24.1	chrx	1	1	.	171	171	0	0	0	0
HMX1	HMX1	chrx	1	1	.	23031	23031	0	0	0	0
RP13-582L3.4	RP13-582L3.4	chrx	1	1	.	1549	1549	0	0	0	0
UNC93B8	UNC93B8	chrx	1	1	.	3645	3645	0	0	0	0
ENPP7P10	ENPP7P10	chrx	1	1	.	61649	61649	0	0	0	0
FAM86KP	FAM86KP	chrx	1	1	.	11155	11155	0	0	0	0
ALG1L14P	ALG1L14P	chrx	1	1	.	3466	3466	0	0	0	0
FAM90A26	FAM90A26	chrx	1	1	.	3818	3818	0	0	0	0
USP17L13	USP17L13	chrx	1	1	.	9454	9454	0	0	0	0
RP11-1396O13.13	RP11-1396O13.13	chrx	1	1	.	4058	4058	0	0	0	0
RP11-1396O13.14	RP11-1396O13.14	chrx	1	1	.	4138	4138	0	0	0	0
RP11-1396O13.15	RP11-1396O13.15	chrx	1	1	.	7151	7151	0	0	0	0
DEFB131	DEFB131	chrx	1	1	.	5766	5766	0	0	0	0
UNC93B7	UNC93B7	chrx	1	1	.	3622	3622	0	0	0	0
FAM86MP	FAM86MP	chrx	1	1	.	9561	9561	0	0	0	0
ALG1L3P	ALG1L3P	chrx	1	1	.	6280	6280	0	0	0	0
RP11-751L19.1	RP11-751L19.1	chrx	1	1	.	8445	8445	0	0	0	0
SLC2A9	SLC2A9	chrx	1	1	.	277015	277015	159	164	94	78
RP13-560N11.1	RP13-560N11.1	chrx	1	1	.	823	823	0	0	0	0
RP11-448G15.1	RP11-448G15.1	chrx	1	1	.	2783	2783	5	0	0	0
RP11-448G15.3	RP11-448G15.3	chrx	1	1	.	1419	1419	0	31	0	0
WDR1	WDR1	chrx	1	1	.	34513	34513	1288	1221	1305	1935
RP11-136I13.1	RP11-136I13.1	chrx	1	1	.	318	318	0	0	0	0
ZNF518B	ZNF518B	chrx	1	1	.	6626	6626	127	64	57	110
CLNK	CLNK	chrx	1	1	.	192226	192226	0	0	0	0
RP11-61G19.1	RP11-61G19.1	chrx	1	1	.	12015	12015	0	0	0	0
HS3ST1	HS3ST1	chrx	1	1	.	28334	28334	0	61	13	30
RP11-281P23.1	RP11-281P23.1	chrx	1	1	.	4926	4926	0	0	0	0
RP11-281P23.2	RP11-281P23.2	chrx	1	1	.	186217	186217	23	178	86	187
RP11-74M11.2	RP11-74M11.2	chrx	1	1	.	27858	27858	2	0	0	25
RP11-1J7.1	RP11-1J7.1	chrx	1	1	.	4597	4597	0	0	0	0
RP11-168E17.1	RP11-168E17.1	chrx	1	1	.	26858	26858	0	0	0	0
RP11-352E6.1	RP11-352E6.1	chrx	1	1	.	345	345	0	0	0	0
RP11-22A3.2	RP11-22A3.2	chrx	1	1	.	3165	3165	0	0	0	0
RP11-22A3.1	RP11-22A3.1	chrx	1	1	.	779	779	0	0	0	0
HSP90AB2P	HSP90AB2P	chrx	1	1	.	2940	2940	0	0	0	0
RAB28	RAB28	chrx	1	1	.	120774	120774	170	210	156	250
NKX3-2	NKX3-2	chrx	1	1	.	1418	1418	0	0	0	0
AC006445.8	AC006445.8	chrx	1	1	.	461	461	0	0	0	0
BOD1L1	BOD1L1	chrx	1	1	.	43072	43072	166	304	161	204
AC006445.7	AC006445.7	chrx	1	1	.	306	306	0	0	0	0
AC006445.6	AC006445.6	chrx	1	1	.	297	297	0	0	0	0
RP11-341G5.1	RP11-341G5.1	chrx	1	1	.	319052	319052	1	0	0	0
LINC01085	LINC01085	chrx	1	1	.	25430	25430	0	0	0	0
RP11-669M16.2	RP11-669M16.2	chrx	1	1	.	6602	6602	0	0	0	0
RP11-669M16.1	RP11-669M16.1	chrx	1	1	.	77704	77704	0	0	0	0
AC006296.1	AC006296.1	chrx	1	1	.	25182	25182	0	0	0	0
AC006296.2	AC006296.2	chrx	1	1	.	2961	2961	0	0	0	0
LINC00504	LINC00504	chrx	1	1	.	411974	411974	0	0	0	0
CPEB2	CPEB2	chrx	1	1	.	60281	60281	104	308	134	102
RP11-665G4.1	RP11-665G4.1	chrx	1	1	.	420843	420843	0	0	0	0
C1QTNF7	C1QTNF7	chrx	1	1	.	100753	100753	0	0	0	0
RP11-484O2.1	RP11-484O2.1	chrx	1	1	.	61015	61015	0	0	0	0
CC2D2A	CC2D2A	chrx	1	1	.	124042	124042	244	334	219	215
FBXL5	FBXL5	chrx	1	1	.	72543	72543	455	990	373	885
FAM200B	FAM200B	chrx	1	1	.	18647	18647	26	0	46	29
BST1	BST1	chrx	1	1	.	32367	32367	0	20	17	69
CD38	CD38	chrx	1	1	.	68087	68087	0	0	0	15
RP11-442P12.1	RP11-442P12.1	chrx	1	1	.	342	342	0	0	0	0
FGFBP1	FGFBP1	chrx	1	1	.	1809	1809	0	0	0	0
FGFBP2	FGFBP2	chrx	1	1	.	6633	6633	0	0	0	0
PROM1	PROM1	chrx	1	1	.	113555	113555	0	0	0	0
TAPT1	TAPT1	chrx	1	1	.	59040	59040	54	29	53	21
RP11-452J21.2	RP11-452J21.2	chrx	1	1	.	3766	3766	0	0	0	0
ZEB2P1	ZEB2P1	chrx	1	1	.	34696	34696	0	0	0	0
RP11-446J8.1	RP11-446J8.1	chrx	1	1	.	111018	111018	0	0	0	0
LDB2	LDB2	chrx	1	1	.	391643	391643	2192	2726	2037	3623
RP11-141E13.1	RP11-141E13.1	chrx	1	1	.	100174	100174	2	0	17	0
RP11-576E20.1	RP11-576E20.1	chrx	1	1	.	12589	12589	0	0	0	0
QDPR	QDPR	chrx	1	1	.	48901	48901	134	172	90	222
CLRN2	CLRN2	chrx	1	1	.	11113	11113	0	0	0	0
LAP3	LAP3	chrx	1	1	.	26968	26968	107	48	37	9
AC006160.5	AC006160.5	chrx	1	1	.	26080	26080	10	0	3	4
MED28	MED28	chrx	1	1	.	8487	8487	44	0	51	51
FAM184B	FAM184B	chrx	1	1	.	145551	145551	0	0	0	0
DCAF16	DCAF16	chrx	1	1	.	5282	5282	96	230	120	123
NCAPG	NCAPG	chrx	1	1	.	29000	29000	97	117	112	145
LCORL	LCORL	chrx	1	1	.	170628	170628	217	373	168	313
KRT18P63	KRT18P63	chrx	1	1	.	322	322	0	0	0	0
RP11-608B3.1	RP11-608B3.1	chrx	1	1	.	911	911	0	0	0	0
RP11-3J1.1	RP11-3J1.1	chrx	1	1	.	283970	283970	0	0	0	0
RP11-608O21.1	RP11-608O21.1	chrx	1	1	.	452877	452877	0	0	0	0
RP11-94H6.1	RP11-94H6.1	chrx	1	1	.	7172	7172	0	0	0	0
SLIT2	SLIT2	chrx	1	1	.	357413	357413	744	1337	630	1242
PACRGL	PACRGL	chrx	1	1	.	52569	52569	210	243	63	212
KCNIP4	KCNIP4	chrx	1	1	.	1215681	1215681	0	8	0	0
RP11-120A1.1	RP11-120A1.1	chrx	1	1	.	11599	11599	0	0	0	0
RP11-556G22.3	RP11-556G22.3	chrx	1	1	.	30906	30906	0	0	0	0
RP11-556G22.2	RP11-556G22.2	chrx	1	1	.	20627	20627	0	0	0	0
RP11-17E2.2	RP11-17E2.2	chrx	1	1	.	379327	379327	9	0	14	1
GPR125	GPR125	chrx	1	1	.	161691	161691	306	325	109	447
RP11-10G12.2	RP11-10G12.2	chrx	1	1	.	3185	3185	0	0	0	0
GBA3	GBA3	chrx	1	1	.	123716	123716	1	0	0	0
RP11-412P11.1	RP11-412P11.1	chrx	1	1	.	57127	57127	0	0	0	0
RP11-552M14.1	RP11-552M14.1	chrx	1	1	.	17432	17432	0	0	0	0
RP11-453O5.1	RP11-453O5.1	chrx	1	1	.	50376	50376	0	0	0	0
RP11-380P13.1	RP11-380P13.1	chrx	1	1	.	207023	207023	0	0	0	0
RP11-380P13.2	RP11-380P13.2	chrx	1	1	.	9673	9673	0	0	0	0
PPARGC1A	PPARGC1A	chrx	1	1	.	138496	138496	0	0	0	0
RP13-497K6.1	RP13-497K6.1	chrx	1	1	.	2525	2525	0	0	0	0
DHX15	DHX15	chrx	1	1	.	58546	58546	239	228	210	238
RP11-496D24.2	RP11-496D24.2	chrx	1	1	.	9516	9516	0	0	0	0
SOD3	SOD3	chrx	1	1	.	8797	8797	0	0	0	0
CCDC149	CCDC149	chrx	1	1	.	164478	164478	241	221	121	239
LGI2	LGI2	chrx	1	1	.	25591	25591	0	0	0	0
SEPSECS	SEPSECS	chrx	1	1	.	34177	34177	54	87	19	124
PI4K2B	PI4K2B	chrx	1	1	.	110585	110585	174	199	300	341
ZCCHC4	ZCCHC4	chrx	1	1	.	53116	53116	141	190	173	142
ANAPC4	ANAPC4	chrx	1	1	.	33748	33748	140	105	23	92
RP11-206P5.1	RP11-206P5.1	chrx	1	1	.	717	717	0	0	0	0
RP11-302F12.3	RP11-302F12.3	chrx	1	1	.	10345	10345	0	0	0	0
RP11-302F12.2	RP11-302F12.2	chrx	1	1	.	320	320	0	0	0	0
SLC34A2	SLC34A2	chrx	1	1	.	18717	18717	0	0	0	0
MTND4P9	MTND4P9	chrx	1	1	.	316	316	0	0	0	0
SEL1L3	SEL1L3	chrx	1	1	.	108793	108793	528	706	437	672
RP11-302F12.10	RP11-302F12.10	chrx	1	1	.	2827	2827	0	0	0	0
SMIM20	SMIM20	chrx	1	1	.	66620	66620	238	220	190	173
RP13-494C23.1	RP13-494C23.1	chrx	1	1	.	3906	3906	0	0	0	0
RP11-324H7.1	RP11-324H7.1	chrx	1	1	.	326	326	0	0	0	0
RBPJ	RBPJ	chrx	1	1	.	262382	262382	137	140	81	136
CCKAR	CCKAR	chrx	1	1	.	7335	7335	0	0	0	0
TBC1D19	TBC1D19	chrx	1	1	.	175356	175356	119	216	114	141
STIM2	STIM2	chrx	1	1	.	160761	160761	35	170	49	33
RP11-293A21.1	RP11-293A21.1	chrx	1	1	.	201	201	0	0	0	0
RP11-293A21.2	RP11-293A21.2	chrx	1	1	.	44	44	0	0	0	0
RP11-415C15.1	RP11-415C15.1	chrx	1	1	.	5570	5570	0	0	0	0
AC024132.1	AC024132.1	chrx	1	1	.	8389	8389	0	0	0	0
RP11-415C15.2	RP11-415C15.2	chrx	1	1	.	61935	61935	0	0	22	0
RP11-415C15.3	RP11-415C15.3	chrx	1	1	.	4098	4098	0	0	0	0
AC007106.1	AC007106.1	chrx	1	1	.	16739	16739	0	0	0	1
RP11-123O22.1	RP11-123O22.1	chrx	1	1	.	164109	164109	0	0	0	0
RP11-292B1.2	RP11-292B1.2	chrx	1	1	.	17380	17380	0	0	0	0
RP11-769N22.1	RP11-769N22.1	chrx	1	1	.	569	569	0	0	0	0
RP11-472K22.1	RP11-472K22.1	chrx	1	1	.	83701	83701	0	0	0	0
RP11-472K22.2	RP11-472K22.2	chrx	1	1	.	6186	6186	0	0	0	0
RP11-68D16.2	RP11-68D16.2	chrx	1	1	.	333	333	0	0	0	0
RPS3AP17	RPS3AP17	chrx	1	1	.	336	336	0	0	0	0
RP11-174E22.2	RP11-174E22.2	chrx	1	1	.	372	372	0	0	0	0
PCDH7	PCDH7	chrx	1	1	.	416107	416107	506	1275	454	1294
RP11-619J20.1	RP11-619J20.1	chrx	1	1	.	17530	17530	0	0	0	0
RP11-617I14.1	RP11-617I14.1	chrx	1	1	.	40017	40017	0	0	0	0
RP11-315A17.1	RP11-315A17.1	chrx	1	1	.	838	838	0	0	0	0
RP11-665I14.1	RP11-665I14.1	chrx	1	1	.	51726	51726	0	0	0	0
RP11-734I18.1	RP11-734I18.1	chrx	1	1	.	157272	157272	0	0	0	0
RP11-240A16.1	RP11-240A16.1	chrx	1	1	.	1332	1332	0	0	0	0
RP11-802H3.2	RP11-802H3.2	chrx	1	1	.	4034	4034	0	0	0	0
RP11-79E3.3	RP11-79E3.3	chrx	1	1	.	260857	260857	0	0	0	0
RP11-79E3.2	RP11-79E3.2	chrx	1	1	.	127772	127772	0	0	0	31
RP11-548L20.1	RP11-548L20.1	chrx	1	1	.	147855	147855	0	0	0	0
RP11-725M22.1	RP11-725M22.1	chrx	1	1	.	11272	11272	0	0	0	0
ARAP2	ARAP2	chrx	1	1	.	283101	283101	14	23	2	0
RP11-431M7.3	RP11-431M7.3	chrx	1	1	.	28308	28308	0	0	0	0
DTHD1	DTHD1	chrx	1	1	.	58493	58493	0	0	0	0
RP11-431M7.2	RP11-431M7.2	chrx	1	1	.	80676	80676	0	0	0	0
RP11-722M1.1	RP11-722M1.1	chrx	1	1	.	143726	143726	0	0	0	0
RP11-103J17.2	RP11-103J17.2	chrx	1	1	.	16420	16420	0	0	0	0
RP11-103J17.1	RP11-103J17.1	chrx	1	1	.	46002	46002	0	0	0	0
KIAA1239	KIAA1239	chrx	1	1	.	196909	196909	0	0	0	0
C4orf19	C4orf19	chrx	1	1	.	166776	166776	6	0	0	0
RP11-36B15.1	RP11-36B15.1	chrx	1	1	.	253	253	0	0	0	2
RELL1	RELL1	chrx	1	1	.	93616	93616	799	1119	1361	1851
PGM2	PGM2	chrx	1	1	.	32574	32574	124	116	261	236
RP11-177C12.1	RP11-177C12.1	chrx	1	1	.	627	627	30	3	24	76
TBC1D1	TBC1D1	chrx	1	1	.	238315	238315	327	447	224	569
RP11-600L4.1	RP11-600L4.1	chrx	1	1	.	129	129	0	0	0	0
RP11-83C7.1	RP11-83C7.1	chrx	1	1	.	18344	18344	0	0	0	0
RP11-83C7.2	RP11-83C7.2	chrx	1	1	.	100446	100446	0	0	0	0
RP11-213G21.1	RP11-213G21.1	chrx	1	1	.	7529	7529	0	0	0	0
RP11-213G21.2	RP11-213G21.2	chrx	1	1	.	6165	6165	0	0	0	0
RP11-617D20.1	RP11-617D20.1	chrx	1	1	.	47051	47051	0	0	18	0
RP11-617D20.2	RP11-617D20.2	chrx	1	1	.	795	795	0	0	0	0
AC021860.1	AC021860.1	chrx	1	1	.	36045	36045	0	0	0	0
KLF3	KLF3	chrx	1	1	.	30541	30541	669	571	596	918
TLR10	TLR10	chrx	1	1	.	6529	6529	0	0	0	0
TLR1	TLR1	chrx	1	1	.	55612	55612	164	225	91	238
TLR6	TLR6	chrx	1	1	.	27064	27064	0	0	0	0
FAM114A1	FAM114A1	chrx	1	1	.	73064	73064	469	485	468	604
TMEM156	TMEM156	chrx	1	1	.	63598	63598	9	336	17	300
KLHL5	KLHL5	chrx	1	1	.	76651	76651	567	1041	672	1521
RP11-360F5.1	RP11-360F5.1	chrx	1	1	.	13190	13190	0	1	0	0
RP11-360F5.3	RP11-360F5.3	chrx	1	1	.	1239	1239	0	0	0	0
WDR19	WDR19	chrx	1	1	.	94465	94465	62	112	85	143
RFC1	RFC1	chrx	1	1	.	72035	72035	48	136	72	87
KLB	KLB	chrx	1	1	.	38425	38425	0	0	0	0
RPL9	RPL9	chrx	1	1	.	1558	1558	49	4	26	96
LIAS	LIAS	chrx	1	1	.	16168	16168	24	119	21	0
UGDH	UGDH	chrx	1	1	.	25486	25486	36	52	27	57
SMIM14	SMIM14	chrx	1	1	.	86026	86026	55	88	29	42
RP11-539G18.2	RP11-539G18.2	chrx	1	1	.	25192	25192	0	0	0	1
UBE2K	UBE2K	chrx	1	1	.	79190	79190	263	400	198	647
RP11-539G18.1	RP11-539G18.1	chrx	1	1	.	321	321	0	0	0	0
ZBTB12P1	ZBTB12P1	chrx	1	1	.	29	29	0	0	0	0
PDS5A	PDS5A	chrx	1	1	.	142507	142507	430	570	694	885
TCEB1P33	TCEB1P33	chrx	1	1	.	472	472	0	0	0	0
PABPC1P1	PABPC1P1	chrx	1	1	.	302	302	0	0	0	0
RP11-333E13.4	RP11-333E13.4	chrx	1	1	.	12666	12666	14	76	9	42
N4BP2	N4BP2	chrx	1	1	.	91329	91329	48	38	65	63
RHOH	RHOH	chrx	1	1	.	49299	49299	0	0	0	0
RP11-395I6.2	RP11-395I6.2	chrx	1	1	.	431	431	0	0	0	0
AC195454.1	AC195454.1	chrx	1	1	.	12974	12974	0	0	0	0
CHRNA9	CHRNA9	chrx	1	1	.	16707	16707	0	0	0	0
RBM47	RBM47	chrx	1	1	.	198957	198957	1	15	0	4
RP11-588L15.2	RP11-588L15.2	chrx	1	1	.	603	603	0	0	0	0
NSUN7	NSUN7	chrx	1	1	.	54732	54732	0	0	9	0
APBB2	APBB2	chrx	1	1	.	393467	393467	1417	2006	1820	2419
RP11-632F7.3	RP11-632F7.3	chrx	1	1	.	12894	12894	0	0	3	0
UCHL1	UCHL1	chrx	1	1	.	9736	9736	101	204	116	151
LIMCH1	LIMCH1	chrx	1	1	.	329020	329020	364	97	346	135
RP11-227F19.5	RP11-227F19.5	chrx	1	1	.	3501	3501	0	0	0	0
OR5M14P	OR5M14P	chrx	1	1	.	355	355	0	0	0	0
PHOX2B	PHOX2B	chrx	1	1	.	1793	1793	0	0	0	0
RP11-227F19.1	RP11-227F19.1	chrx	1	1	.	74345	74345	0	0	0	0
RP11-227F19.2	RP11-227F19.2	chrx	1	1	.	6432	6432	0	0	0	0
HMGB1P28	HMGB1P28	chrx	1	1	.	1241	1241	0	0	0	0
LINC00682	LINC00682	chrx	1	1	.	3842	3842	0	0	0	0
RP11-457P14.5	RP11-457P14.5	chrx	1	1	.	10691	10691	0	0	0	0
TMEM33	TMEM33	chrx	1	1	.	17199	17199	24	1	47	99
SLC30A9	SLC30A9	chrx	1	1	.	91806	91806	109	186	100	283
BEND4	BEND4	chrx	1	1	.	33166	33166	3	0	0	0
RP11-63A11.1	RP11-63A11.1	chrx	1	1	.	108105	108105	0	0	0	1
SHISA3	SHISA3	chrx	1	1	.	2676	2676	5	43	15	41
ATP8A1	ATP8A1	chrx	1	1	.	236490	236490	87	101	59	107
RP11-109E24.1	RP11-109E24.1	chrx	1	1	.	99	99	0	0	0	0
GRXCR1	GRXCR1	chrx	1	1	.	136395	136395	0	0	0	0
RP11-395F4.1	RP11-395F4.1	chrx	1	1	.	100476	100476	0	0	0	1
RP11-1E6.1	RP11-1E6.1	chrx	1	1	.	4037	4037	0	0	0	0
RP11-324J13.2	RP11-324J13.2	chrx	1	1	.	34431	34431	0	0	0	0
RP11-663P9.2	RP11-663P9.2	chrx	1	1	.	488	488	0	0	0	0
RP11-663P9.1	RP11-663P9.1	chrx	1	1	.	1164	1164	0	0	17	0
RP11-328N19.1	RP11-328N19.1	chrx	1	1	.	2378	2378	0	0	0	0
KCTD8	KCTD8	chrx	1	1	.	272189	272189	69	34	0	3
YIPF7	YIPF7	chrx	1	1	.	54664	54664	0	0	0	1
GUF1	GUF1	chrx	1	1	.	18014	18014	25	34	28	53
GNPDA2	GNPDA2	chrx	1	1	.	36790	36790	43	77	25	73
PRDX4P1	PRDX4P1	chrx	1	1	.	371	371	0	0	0	0
RP11-362I1.1	RP11-362I1.1	chrx	1	1	.	41431	41431	0	0	0	0
PRKRIRP9	PRKRIRP9	chrx	1	1	.	414	414	0	0	0	0
GABRG1	GABRG1	chrx	1	1	.	81512	81512	0	0	0	0
GABRA2	GABRA2	chrx	1	1	.	214958	214958	0	0	0	0
RP11-436F23.1	RP11-436F23.1	chrx	1	1	.	42381	42381	0	0	0	0
COX7B2	COX7B2	chrx	1	1	.	173568	173568	0	0	0	0
GABRA4	GABRA4	chrx	1	1	.	63361	63361	0	0	0	0
GABRB1	GABRB1	chrx	1	1	.	429563	429563	1	1	0	0
COMMD8	COMMD8	chrx	1	1	.	11150	11150	45	52	20	38
ATP10D	ATP10D	chrx	1	1	.	100186	100186	354	456	304	518
AC092597.3	AC092597.3	chrx	1	1	.	2924	2924	0	0	0	0
CORIN	CORIN	chrx	1	1	.	233802	233802	0	14	0	0
NFXL1	NFXL1	chrx	1	1	.	62903	62903	116	87	44	128
NIPAL1	NIPAL1	chrx	1	1	.	119924	119924	34	33	7	12
CNGA1	CNGA1	chrx	1	1	.	77091	77091	0	32	0	32
TXK	TXK	chrx	1	1	.	64195	64195	0	0	0	0
TEC	TEC	chrx	1	1	.	130016	130016	0	0	0	0
SLAIN2	SLAIN2	chrx	1	1	.	78351	78351	136	112	189	71
SLC10A4	SLC10A4	chrx	1	1	.	4060	4060	0	0	0	0
ZAR1	ZAR1	chrx	1	1	.	2672	2672	0	0	1	0
FRYL	FRYL	chrx	1	1	.	264581	264581	584	532	401	759
OCIAD1	OCIAD1	chrx	1	1	.	51872	51872	96	118	128	215
OCIAD2	OCIAD2	chrx	1	1	.	19427	19427	85	20	58	69
CWH43	CWH43	chrx	1	1	.	72667	72667	0	0	0	0
RP11-1281K21.1	RP11-1281K21.1	chrx	1	1	.	7391	7391	0	0	0	0
RP11-1281K21.7	RP11-1281K21.7	chrx	1	1	.	70	70	0	0	0	0
RP11-241F15.1	RP11-241F15.1	chrx	1	1	.	1955	1955	0	0	0	0
ANKRD20A17P	ANKRD20A17P	chrx	1	1	.	2544	2544	0	0	0	0
RP11-241F15.3	RP11-241F15.3	chrx	1	1	.	269	269	0	0	0	0
RP11-1281K21.10	RP11-1281K21.10	chrx	1	1	.	45	45	0	0	0	0
RP11-241F15.7	RP11-241F15.7	chrx	1	1	.	6598	6598	0	0	0	0
DCUN1D4	DCUN1D4	chrx	1	1	.	66173	66173	258	268	199	202
LRRC66	LRRC66	chrx	1	1	.	20586	20586	10	23	0	5
SGCB	SGCB	chrx	1	1	.	13224	13224	188	240	101	154
RP11-535C7.1	RP11-535C7.1	chrx	1	1	.	1534	1534	0	0	0	0
SPATA18	SPATA18	chrx	1	1	.	40997	40997	62	203	64	251
USP46	USP46	chrx	1	1	.	59422	59422	160	253	97	161
RP11-177B4.2	RP11-177B4.2	chrx	1	1	.	10296	10296	0	0	0	0
DANCR	DANCR	chrx	1	1	.	6107	6107	57	131	19	67
ERVMER34-1	ERVMER34-1	chrx	1	1	.	24870	24870	0	0	0	0
RP11-752D24.3	RP11-752D24.3	chrx	1	1	.	24736	24736	0	0	0	0
RASL11B	RASL11B	chrx	1	1	.	2066	2066	17	0	0	0
SCFD2	SCFD2	chrx	1	1	.	489793	489793	384	386	369	446
RP11-752D24.2	RP11-752D24.2	chrx	1	1	.	7593	7593	0	0	0	0
FIP1L1	FIP1L1	chrx	1	1	.	896991	896991	238	148	106	132
LNX1	LNX1	chrx	1	1	.	236342	236342	13	6	11	2
RP11-317M11.1	RP11-317M11.1	chrx	1	1	.	74844	74844	0	0	0	0
RP11-89B16.1	RP11-89B16.1	chrx	1	1	.	16126	16126	0	0	0	0
CHIC2	CHIC2	chrx	1	1	.	53574	53574	164	246	242	354
GSX2	GSX2	chrx	1	1	.	1053	1053	0	0	0	0
PDGFRA	PDGFRA	chrx	1	1	.	59365	59365	0	0	0	0
RP11-231C18.1	RP11-231C18.1	chrx	1	1	.	22587	22587	0	0	18	0
RP11-231C18.2	RP11-231C18.2	chrx	1	1	.	209	209	0	0	0	0
RP11-545H22.1	RP11-545H22.1	chrx	1	1	.	5592	5592	0	0	0	0
AC006552.1	AC006552.1	chrx	1	1	.	1703	1703	0	0	0	0
KIT	KIT	chrx	1	1	.	77194	77194	7	4	5	0
